"","h1n1_concern","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_wash_hands","behavioral_large_gatherings","behavioral_outside_home","behavioral_touch_face","doctor_recc_h1n1","chronic_med_condition","child_under_6_months","health_worker","opinion_h1n1_vacc_effective","opinion_h1n1_risk","opinion_h1n1_sick_from_vacc","age_group","education","race","sex","income_poverty","marital_status","rent_or_own","employment_status","census_msa","household_adults","household_children","h1n1_vaccine"
"6164",2,1,0,1,0,1,0,0,1,0,0,0,0,4,4,4,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"6166",3,1,0,1,0,1,0,0,0,0,1,1,0,4,2,2,"18 - 34 Years","12 Years","White","Male","> $75,000","Married","Own","Employed","MSA, Principle City",1,3,0
"6168",1,2,0,1,0,1,0,1,1,0,0,1,0,3,2,1,"35 - 44 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",2,3,1
"6169",1,1,0,0,0,1,0,0,0,0,1,0,0,4,1,2,"35 - 44 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"6170",1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,"18 - 34 Years","College Graduate","Other or Multiple","Male","> $75,000","Not Married","Rent","Employed","MSA, Not Principle  City",2,0,0
"6171",2,1,0,1,0,1,0,1,1,0,0,0,0,4,4,4,"55 - 64 Years","12 Years","White","Male","> $75,000","Married","Own","Not in Labor Force","MSA, Principle City",1,0,0
"6172",1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,"55 - 64 Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,0,0
"6173",1,0,0,1,0,1,1,0,1,0,0,0,1,4,2,4,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","Non-MSA",1,0,0
"6174",1,1,0,1,0,1,0,0,0,0,1,0,0,4,1,1,"35 - 44 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","Non-MSA",0,1,1
"6175",2,1,1,1,0,1,1,1,1,0,0,0,0,3,3,4,"18 - 34 Years","Some College","White","Female","> $75,000","Married","Own","Employed","MSA, Principle City",1,3,0
"6176",3,1,0,1,0,1,1,1,1,1,1,0,0,5,4,2,"55 - 64 Years","Some College","Black","Male","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","MSA, Not Principle  City",0,0,1
"6177",2,2,0,1,0,1,0,0,1,0,0,0,0,4,2,2,"35 - 44 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,2,0
"6179",3,0,1,1,1,1,1,1,1,0,0,0,0,5,1,2,"55 - 64 Years","12 Years","Black","Male","> $75,000","Married","Own","Employed","Non-MSA",1,0,0
"6180",1,2,0,0,0,1,0,0,1,1,1,0,1,4,5,1,"45 - 54 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,3,1
"6181",1,1,0,0,0,1,0,0,0,0,0,0,0,4,2,4,"18 - 34 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",0,0,0
"6183",3,1,0,0,0,1,0,0,0,1,0,0,0,5,2,2,"65+ Years","College Graduate","White","Male","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"6185",1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,1,"45 - 54 Years","12 Years","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","Non-MSA",0,0,0
"6186",0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,"65+ Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"6187",2,1,0,1,0,1,1,0,1,0,1,0,0,3,1,1,"45 - 54 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","Non-MSA",1,0,0
"6188",2,2,0,1,0,1,0,1,1,0,1,0,0,5,4,2,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"6189",3,1,0,1,0,1,0,1,1,0,0,0,0,4,2,5,"45 - 54 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Unemployed","MSA, Principle City",0,0,1
"6190",2,2,0,1,0,1,0,0,1,0,1,0,0,4,2,4,"45 - 54 Years","College Graduate","White","Female","> $75,000","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"6191",2,0,0,1,0,1,0,0,1,0,0,0,0,4,1,1,"55 - 64 Years","12 Years","Other or Multiple","Male","> $75,000","Not Married","Own","Employed","Non-MSA",0,0,0
"6192",2,1,0,1,0,1,0,0,1,0,0,0,0,4,4,2,"55 - 64 Years","Some College","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"6193",3,2,0,1,0,1,1,1,1,0,1,0,0,5,4,5,"65+ Years","12 Years","White","Male","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"6196",2,1,0,1,0,1,0,0,1,0,0,0,0,5,2,2,"18 - 34 Years","College Graduate","Other or Multiple","Male","<= $75,000, Above Poverty","Married","Rent","Employed","MSA, Principle City",1,0,0
"6197",3,2,0,1,0,1,1,0,1,0,0,0,0,4,2,1,"18 - 34 Years","Some College","White","Female","> $75,000","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,2,0
"6198",2,2,0,1,0,1,1,0,1,0,0,0,0,4,1,2,"55 - 64 Years","12 Years","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,0,0
"6199",2,1,0,1,1,1,1,1,1,0,0,0,1,4,4,1,"55 - 64 Years","< 12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,0
"6200",1,2,0,1,0,1,0,0,0,0,0,0,0,4,2,2,"45 - 54 Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"6201",1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,"65+ Years","Some College","Black","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,0,0
"6202",2,1,0,1,0,1,0,0,1,0,0,0,0,2,2,2,"35 - 44 Years","12 Years","Black","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",0,1,0
"6203",0,2,0,1,0,1,0,0,0,0,0,0,0,4,4,2,"45 - 54 Years","College Graduate","White","Male","> $75,000","Not Married","Own","Employed","MSA, Not Principle  City",0,2,0
"6204",1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,"55 - 64 Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"6206",3,1,0,1,0,1,0,1,1,1,0,1,0,5,2,5,"18 - 34 Years","< 12 Years","Hispanic","Male","Below Poverty","Not Married","Rent","Employed","Non-MSA",1,2,0
"6207",2,1,0,1,0,1,0,0,1,1,0,0,1,3,3,2,"35 - 44 Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",2,0,0
"6208",1,1,0,1,0,0,0,0,1,0,0,0,0,2,1,1,"18 - 34 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,2,0
"6212",1,1,0,1,0,1,0,0,0,0,0,1,0,4,2,1,"65+ Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,1
"6213",2,1,0,1,0,1,1,1,1,1,1,0,0,5,4,4,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",0,0,1
"6214",2,0,0,1,0,1,1,0,1,0,1,0,0,3,2,1,"65+ Years","< 12 Years","Black","Male","Below Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",0,0,0
"6215",3,2,0,1,0,1,0,1,0,0,0,0,1,5,4,1,"55 - 64 Years","College Graduate","White","Male","> $75,000","Not Married","Own","Employed","MSA, Principle City",1,0,1
"6216",2,2,0,1,1,1,1,1,1,0,0,0,1,5,4,2,"35 - 44 Years","Some College","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,2,1
"6217",1,1,1,1,0,1,0,0,1,0,1,0,0,3,1,1,"55 - 64 Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Unemployed","MSA, Not Principle  City",0,0,0
"6218",2,2,0,1,0,1,1,1,0,1,1,0,0,5,1,4,"65+ Years","Some College","Black","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,1
"6219",3,2,0,1,1,1,1,0,1,1,0,0,1,2,1,5,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",1,0,0
"6220",2,1,0,1,0,1,0,0,0,0,1,0,0,3,2,2,"45 - 54 Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",2,0,0
"6221",1,0,0,1,0,0,0,0,1,1,1,0,0,3,1,2,"55 - 64 Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"6222",3,1,1,1,1,1,1,1,1,0,1,0,0,4,4,5,"18 - 34 Years","< 12 Years","Hispanic","Female","<= $75,000, Above Poverty","Married","Rent","Not in Labor Force","Non-MSA",1,2,1
"6223",3,1,0,1,0,1,0,1,1,0,0,0,0,5,2,4,"55 - 64 Years","Some College","Hispanic","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Principle City",1,0,1
"6225",0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,"65+ Years","12 Years","White","Male","Below Poverty","Not Married","Own","Unemployed","MSA, Principle City",0,0,0
"6226",2,2,0,1,0,1,0,0,0,1,1,0,0,4,4,4,"45 - 54 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,0,0
"6227",0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,"55 - 64 Years","College Graduate","White","Male","> $75,000","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,0
"6228",3,1,0,1,0,1,1,0,0,0,0,0,0,5,4,1,"18 - 34 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Rent","Employed","MSA, Principle City",1,0,0
"6229",2,1,0,1,0,1,1,1,1,0,1,0,0,4,2,2,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"6230",2,1,0,1,0,1,1,0,1,0,0,1,0,5,4,4,"55 - 64 Years","12 Years","White","Male","Below Poverty","Not Married","Rent","Unemployed","MSA, Not Principle  City",0,0,0
"6232",0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,5,"18 - 34 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",1,0,0
"6233",2,2,0,1,1,1,0,0,0,1,1,0,0,4,2,2,"55 - 64 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"6234",1,1,0,1,0,1,1,1,1,0,0,0,0,5,2,1,"18 - 34 Years","12 Years","Hispanic","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",1,0,0
"6235",2,0,0,1,0,1,0,1,1,0,1,0,0,4,1,2,"45 - 54 Years","12 Years","White","Female","> $75,000","Not Married","Own","Unemployed","MSA, Not Principle  City",1,0,0
"6236",1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,1,"45 - 54 Years","12 Years","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,0,0
"6237",1,1,0,1,0,1,0,1,1,0,0,0,0,4,4,4,"55 - 64 Years","12 Years","Hispanic","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"6238",3,2,0,0,0,1,0,0,1,0,0,0,0,3,2,2,"65+ Years","College Graduate","White","Male","> $75,000","Not Married","Own","Employed","MSA, Not Principle  City",2,1,0
"6240",2,1,0,0,0,1,1,1,0,1,0,0,0,4,4,4,"45 - 54 Years","12 Years","White","Male","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","MSA, Not Principle  City",0,0,0
"6242",2,2,0,1,0,1,0,0,1,1,1,0,0,4,2,2,"55 - 64 Years","12 Years","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"6243",0,2,0,0,0,1,0,0,1,1,0,0,1,5,4,1,"45 - 54 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",2,0,0
"6244",2,2,0,1,0,1,0,0,1,1,1,0,0,5,5,1,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,0,1
"6245",2,1,0,0,0,0,0,0,0,0,1,0,0,4,2,1,"35 - 44 Years","College Graduate","White","Male","<= $75,000, Above Poverty","Not Married","Rent","Employed","Non-MSA",1,0,0
"6246",2,2,0,0,0,1,0,0,1,0,0,0,0,4,4,2,"45 - 54 Years","College Graduate","White","Male","> $75,000","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"6247",3,2,1,1,0,1,1,1,1,0,1,0,0,5,4,4,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"6250",2,1,0,1,0,1,0,0,1,0,0,0,0,4,2,2,"35 - 44 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Rent","Employed","Non-MSA",1,3,0
"6251",2,1,0,1,0,0,0,0,1,1,0,0,0,5,2,4,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Principle City",1,0,1
"6252",2,1,0,0,0,1,0,0,1,1,0,1,0,4,2,4,"45 - 54 Years","College Graduate","Black","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",0,0,0
"6255",3,1,0,1,0,1,1,1,1,1,0,0,0,4,5,5,"45 - 54 Years","12 Years","Black","Female","Below Poverty","Not Married","Rent","Employed","MSA, Not Principle  City",2,1,0
"6256",1,1,0,1,0,1,0,1,1,0,0,0,0,4,3,4,"45 - 54 Years","12 Years","Other or Multiple","Male","Below Poverty","Not Married","Rent","Unemployed","MSA, Principle City",1,0,0
"6257",2,1,0,1,0,1,1,1,1,0,1,0,0,4,2,5,"35 - 44 Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Unemployed","Non-MSA",2,2,0
"6259",2,1,0,1,0,1,0,0,1,0,0,0,0,5,4,1,"55 - 64 Years","< 12 Years","Hispanic","Male","Below Poverty","Married","Rent","Employed","Non-MSA",3,0,0
"6260",1,1,0,0,0,1,1,1,0,1,1,0,0,4,2,1,"65+ Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"6262",3,1,0,1,0,1,1,0,1,1,1,0,0,5,5,1,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",2,0,1
"6263",3,1,0,1,0,1,1,0,1,0,1,0,0,4,4,5,"55 - 64 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,0,0
"6264",1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,"45 - 54 Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,0,0
"6265",2,2,0,1,0,1,1,1,1,0,0,0,0,4,2,4,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Rent","Not in Labor Force","MSA, Principle City",1,0,0
"6266",2,2,0,0,0,1,0,0,0,0,0,0,0,5,4,4,"55 - 64 Years","Some College","White","Male","> $75,000","Married","Own","Employed","MSA, Principle City",1,0,1
"6267",3,2,0,1,0,1,1,1,1,1,0,0,0,5,2,4,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,1
"6270",2,1,0,1,0,1,0,1,1,0,0,0,0,5,4,4,"18 - 34 Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,2,0
"6272",2,2,0,1,0,1,0,0,1,0,1,1,0,4,3,4,"18 - 34 Years","Some College","White","Female","Below Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",0,1,0
"6273",1,2,0,0,0,1,0,0,1,0,1,0,1,5,4,1,"45 - 54 Years","Some College","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,0,1
"6276",2,1,0,0,0,1,0,0,1,0,1,0,0,5,2,2,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"6278",1,2,0,1,0,1,1,1,1,1,0,1,0,5,2,2,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Principle City",1,0,1
"6279",0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,5,"45 - 54 Years","12 Years","Other or Multiple","Male","Below Poverty","Married","Own","Employed","MSA, Not Principle  City",1,2,0
"6282",1,1,0,1,0,1,0,0,1,1,1,0,0,4,4,1,"55 - 64 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","Non-MSA",2,0,1
"6283",0,2,0,0,0,0,0,0,0,0,1,0,0,4,2,1,"35 - 44 Years","12 Years","White","Male","Below Poverty","Not Married","Own","Unemployed","MSA, Principle City",1,0,0
"6284",2,1,0,1,0,1,0,0,1,1,1,0,0,4,4,4,"55 - 64 Years","Some College","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,0,0
"6285",1,1,0,1,0,1,0,0,1,0,0,0,1,4,2,2,"35 - 44 Years","12 Years","Black","Female","> $75,000","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"6286",1,1,1,1,0,1,0,1,0,0,0,0,0,5,1,1,"18 - 34 Years","Some College","White","Female","Below Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",2,0,1
"6287",2,1,0,1,0,1,1,1,0,0,0,0,0,5,4,4,"18 - 34 Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Rent","Employed","MSA, Principle City",0,0,1
"6288",0,1,0,0,0,1,0,0,0,0,1,0,0,3,2,2,"45 - 54 Years","Some College","Hispanic","Male","> $75,000","Not Married","Own","Employed","MSA, Principle City",3,0,0
"6289",2,2,0,0,0,1,0,0,1,0,0,0,1,4,2,2,"55 - 64 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"6290",0,2,0,1,0,1,0,0,0,0,1,0,0,2,1,1,"45 - 54 Years","College Graduate","White","Male","> $75,000","Married","Rent","Employed","MSA, Not Principle  City",1,2,0
"6292",0,2,0,1,0,1,0,0,1,0,1,0,0,1,2,4,"45 - 54 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",3,0,0
"6294",2,1,0,1,0,1,0,0,0,0,0,0,0,5,2,2,"18 - 34 Years","College Graduate","White","Male","> $75,000","Not Married","Own","Employed","MSA, Principle City",2,0,0
"6295",2,1,0,1,0,0,0,0,0,0,1,0,0,3,5,4,"55 - 64 Years","College Graduate","White","Female","Below Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",0,0,1
"6296",3,1,0,1,0,1,1,1,1,0,1,0,0,5,4,5,"18 - 34 Years","12 Years","Black","Male","Below Poverty","Not Married","Rent","Unemployed","MSA, Not Principle  City",1,1,0
"6298",2,2,0,1,0,1,0,0,1,0,0,0,0,3,4,4,"18 - 34 Years","Some College","White","Female","> $75,000","Married","Own","Not in Labor Force","Non-MSA",1,3,1
"6299",1,1,0,0,0,1,0,0,0,0,0,0,1,4,1,1,"35 - 44 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","Non-MSA",0,0,0
"6300",2,1,0,1,0,1,0,0,1,1,0,0,0,3,2,4,"35 - 44 Years","Some College","White","Female","> $75,000","Married","Own","Not in Labor Force","MSA, Not Principle  City",3,0,0
"6301",1,1,0,1,0,0,1,1,0,0,0,0,0,4,2,2,"65+ Years","College Graduate","White","Male","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,1
"6302",2,2,0,1,0,1,0,0,0,0,0,0,0,4,4,2,"45 - 54 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Principle City",1,1,0
"6305",2,1,0,1,1,1,0,0,1,1,0,1,0,5,5,4,"18 - 34 Years","12 Years","White","Female","> $75,000","Married","Own","Not in Labor Force","MSA, Principle City",1,1,1
"6308",3,1,0,0,0,1,1,0,1,0,0,0,0,2,2,4,"35 - 44 Years","12 Years","Black","Male","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,2,0
"6309",1,0,0,1,0,1,1,1,1,0,1,0,0,5,1,1,"55 - 64 Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","Non-MSA",0,0,0
"6311",1,0,0,1,0,1,1,0,1,0,0,0,0,4,1,1,"18 - 34 Years","12 Years","Hispanic","Male","> $75,000","Not Married","Own","Employed","Non-MSA",1,1,0
"6312",2,2,0,1,0,1,1,1,0,0,0,0,0,5,2,4,"35 - 44 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Principle City",1,1,0
"6314",1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,"55 - 64 Years","College Graduate","Black","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"6315",2,1,1,1,0,1,1,0,1,0,0,0,0,2,2,4,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",0,0,0
"6316",2,2,0,1,1,1,0,0,1,1,0,0,0,5,4,2,"45 - 54 Years","12 Years","Hispanic","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"6319",2,0,0,1,0,1,1,1,1,1,0,0,0,5,1,1,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,1
"6320",2,2,0,1,0,1,1,1,0,1,1,0,0,4,2,4,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"6321",3,1,0,1,0,1,0,0,1,0,0,0,0,4,4,4,"45 - 54 Years","12 Years","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,3,0
"6322",2,2,0,1,0,1,1,1,1,0,0,0,0,4,2,4,"55 - 64 Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","Non-MSA",0,0,0
"6325",2,1,0,1,0,1,0,0,1,0,0,1,1,5,4,1,"45 - 54 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","Non-MSA",0,0,1
"6327",1,1,0,1,0,1,0,0,1,0,0,0,0,3,1,2,"55 - 64 Years","College Graduate","White","Female","> $75,000","Not Married","Own","Unemployed","MSA, Principle City",0,0,0
"6330",2,2,1,1,0,1,1,0,0,1,1,0,1,5,2,4,"45 - 54 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,2,1
"6331",2,2,0,0,0,1,0,0,1,1,1,0,0,4,2,2,"55 - 64 Years","Some College","White","Male","> $75,000","Married","Own","Employed","MSA, Principle City",3,0,0
"6333",3,1,0,1,0,1,1,1,1,0,1,0,0,4,5,5,"35 - 44 Years","Some College","Other or Multiple","Female","Below Poverty","Not Married","Rent","Not in Labor Force","Non-MSA",0,3,1
"6335",1,2,0,1,0,1,0,0,1,1,0,0,0,5,2,2,"55 - 64 Years","Some College","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"6337",2,1,0,1,0,1,1,1,1,0,0,0,0,4,2,4,"18 - 34 Years","College Graduate","Hispanic","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"6338",2,2,0,0,0,1,0,0,0,1,0,0,0,5,1,1,"55 - 64 Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,2,1
